age,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,auto_make,auto_model,auto_year,fraud_reported
38,2009-09-16,IL,100/300,500,7.221828520659871,0,462525,MALE,High School,armed-forces,board-games,own-child,26500,0,2015-02-17,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbend,23,3,?,0,3,?,55200,Saab,92x,1998,Y
45,1999-08-12,IN,250/500,500,7.374860963238553,0,606283,MALE,Associate,exec-managerial,board-games,own-child,0,0,2015-01-18,Parked Car,?,Trivial Damage,Unknown,SC,Riverwood,13,1,NO,0,3,YES,7260,Saab,92x,2008,N
39,2009-03-08,IL,100/300,500,6.944077564981488,0,465252,FEMALE,JD,exec-managerial,sleeping,own-child,0,0,2015-01-17,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Springfield,3,3,NO,2,0,?,64680,Jeep,Wrangler,2010,N
43,2009-04-27,OH,250/500,500,6.816220961628548,0,449979,FEMALE,PhD,sales,basketball,husband,53200,0,2015-02-25,Single Vehicle Collision,Rear Collision,Major Damage,Police,WV,Northbrook,23,1,NO,0,1,NO,59200,Chevrolet,Malibu,1998,N
34,2006-08-02,OH,500/1000,500,7.186121594196318,0,604681,FEMALE,Associate,craft-repair,paintball,own-child,73700,0,2015-01-06,Vehicle Theft,?,Minor Damage,Unknown,NC,Arlington,8,1,YES,1,3,?,4700,Saab,92x,1998,N
33,1995-12-06,OH,250/500,2000,7.238949324715016,0,466390,MALE,Associate,sales,video-games,husband,61200,0,2015-02-26,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Columbus,23,1,YES,0,3,NO,69400,Mercedes,C300,2000,N
21,2002-11-13,IN,250/500,500,6.820463862785188,5000000,612316,FEMALE,High School,exec-managerial,sleeping,own-child,0,0,2015-02-11,Single Vehicle Collision,Side Collision,Total Loss,Police,NY,Northbrook,23,1,YES,0,0,NO,40500,Nissan,Pathfinder,1998,N
28,1991-11-09,IL,500/1000,1000,7.292895223295702,0,474731,MALE,JD,handlers-cleaners,skydiving,other-relative,56800,-51800,2015-02-13,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Riverwood,9,3,NO,2,1,NO,60000,Honda,Accord,1997,N
30,1998-01-14,IN,500/1000,500,7.2540081007916974,0,603260,MALE,PhD,armed-forces,basketball,wife,66400,-63700,2015-01-10,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Riverwood,22,1,YES,2,3,NO,67320,Volkswagen,Jetta,1996,N
27,2002-04-25,OH,500/1000,500,7.371023778072953,0,434370,FEMALE,High School,tech-support,movies,husband,56700,-49300,2015-01-24,Multi-vehicle Collision,Side Collision,Total Loss,Other,VA,Riverwood,22,3,YES,2,1,YES,75690,Saab,95,2014,N
31,1991-07-20,IN,100/300,1000,7.040457578003525,0,478388,MALE,Associate,adm-clerical,paintball,other-relative,51300,0,2015-02-15,Multi-vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbend,15,3,NO,1,2,?,64300,Chevrolet,Silverado,2002,Y
43,2004-08-13,OH,100/300,1000,7.325504625923521,0,617883,MALE,JD,priv-house-serv,camping,own-child,0,-20900,2015-01-09,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Columbus,16,3,NO,2,0,YES,64400,BMW,X5,2011,N
53,1990-06-24,OH,250/500,2000,6.81705346433297,0,464808,FEMALE,High School,priv-house-serv,paintball,husband,42900,-39100,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbend,17,3,?,1,2,?,97080,Saab,92x,2005,N
44,1991-08-21,OH,250/500,2000,7.04342189040367,0,609458,MALE,MD,priv-house-serv,base-jumping,not-in-family,52600,0,2015-02-04,Vehicle Theft,?,Minor Damage,Police,WV,Northbrook,3,1,YES,1,0,?,5500,Honda,Civic,2010,N
38,2011-02-25,IN,500/1000,1000,7.156511994658647,0,432405,FEMALE,Masters,transport-moving,skydiving,not-in-family,65100,-50300,2015-01-30,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Northbend,10,3,?,0,2,NO,30700,Jeep,Wrangler,2010,N
48,2013-02-04,IL,100/300,2000,7.005653017258597,0,457875,FEMALE,College,sales,dancing,wife,46100,0,2015-02-27,Single Vehicle Collision,Side Collision,Minor Damage,Police,PA,Springfield,9,1,NO,1,2,YES,33480,Nissan,Pathfinder,2012,N
26,2001-02-20,IN,500/1000,2000,6.987582578841692,0,477268,MALE,JD,exec-managerial,kayaking,other-relative,0,-30900,2015-02-05,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbend,13,2,?,0,1,YES,65430,Jeep,Wrangler,2001,N
36,1992-03-03,OH,500/1000,500,7.078712505697042,0,437580,MALE,Masters,exec-managerial,kayaking,not-in-family,44900,-52500,2015-01-30,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Northbend,15,3,YES,2,1,YES,42680,Accura,RSX,2006,Y
45,2006-12-21,IL,500/1000,2000,7.069933650496624,0,457121,MALE,MD,craft-repair,movies,not-in-family,30100,0,2015-01-03,Single Vehicle Collision,Side Collision,Minor Damage,Fire,WV,Springfield,23,1,?,1,1,NO,87780,Honda,CRV,2011,N
36,2000-07-14,OH,500/1000,2000,6.88781784259962,0,436364,FEMALE,JD,transport-moving,cross-fit,own-child,0,-67000,2015-03-01,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Riverwood,2,4,YES,0,2,YES,72800,Honda,Accord,1998,N
37,1991-12-12,OH,250/500,500,6.826339128567769,0,467654,FEMALE,High School,sales,chess,wife,0,0,2015-02-13,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Hillsdale,14,1,YES,2,0,?,71190,Mercedes,C300,1997,Y
38,2013-07-01,OH,100/300,500,6.828549720801162,0,471148,MALE,High School,adm-clerical,golf,husband,70300,-70900,2015-02-25,Vehicle Theft,?,Trivial Damage,Unknown,NY,Hillsdale,7,1,?,1,1,YES,3600,Honda,Civic,1999,N
41,1998-12-16,OH,250/500,2000,7.010844216558948,3000000,468202,MALE,PhD,tech-support,chess,not-in-family,65400,0,2015-01-23,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,23,1,NO,1,3,NO,62640,Mercedes,C300,2009,N
36,2015-01-03,IL,100/300,500,7.149492884424848,0,456959,MALE,College,prof-specialty,exercise,wife,0,0,2015-02-19,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,7,3,YES,2,1,?,69630,Toyota,Corolla,1998,N
33,1994-04-01,IL,250/500,1000,7.2013498381855205,0,447274,MALE,High School,protective-serv,chess,own-child,0,-68800,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Hillsdale,8,3,YES,1,0,?,76010,Dodge,RAM,1995,Y
40,2000-08-15,OH,100/300,1000,7.407924322559599,0,608405,MALE,JD,transport-moving,base-jumping,not-in-family,57700,-43500,2015-02-04,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Northbrook,17,1,NO,1,0,YES,44220,Accura,MDX,2000,N
38,2014-11-13,IL,250/500,500,7.23138830165707,0,472253,FEMALE,College,other-service,camping,wife,0,0,2015-02-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Northbrook,10,3,NO,0,3,NO,57200,BMW,M5,2011,N
35,2011-02-04,IL,500/1000,500,7.089610060186648,8000000,438923,MALE,MD,priv-house-serv,polo,wife,0,0,2015-01-14,Vehicle Theft,?,Minor Damage,Police,WV,Columbus,9,1,NO,0,3,NO,3080,Nissan,Ultima,1998,N
31,1990-06-24,OH,250/500,2000,6.858848608026053,0,607131,FEMALE,PhD,other-service,hiking,not-in-family,42100,0,2015-01-06,Single Vehicle Collision,Rear Collision,Total Loss,Other,SC,Hillsdale,2,1,YES,1,0,YES,75790,Accura,RSX,2007,N
30,2009-01-21,IN,500/1000,2000,7.202095139097985,0,601701,FEMALE,MD,farming-fishing,skydiving,wife,37100,-46500,2015-01-19,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Riverwood,18,3,NO,0,1,NO,32670,Honda,Accord,2003,N
46,1992-11-07,IL,250/500,2000,7.072057118151466,0,469220,FEMALE,Associate,adm-clerical,video-games,husband,0,-65500,2015-01-24,Vehicle Theft,?,Minor Damage,Police,VA,Arlington,4,1,?,2,3,NO,3870,Jeep,Wrangler,2010,N
38,1997-05-15,IN,250/500,1000,6.962328687907297,0,433250,FEMALE,Masters,transport-moving,video-games,own-child,0,0,2015-01-27,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,12,1,?,0,3,YES,91520,BMW,X6,2005,Y
32,1992-03-20,IL,250/500,500,7.30012163850072,0,444413,MALE,Masters,prof-specialty,bungie-jumping,unmarried,0,0,2015-01-13,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,15,1,YES,1,3,YES,74690,Dodge,RAM,2008,Y
30,1995-07-17,IN,500/1000,2000,7.511185607872276,0,433593,MALE,Associate,priv-house-serv,polo,other-relative,0,-15900,2015-01-15,Vehicle Theft,?,Trivial Damage,Police,VA,Springfield,9,1,YES,1,3,?,4620,Audi,A5,1998,N
32,2000-12-27,IN,100/300,500,7.065288801966593,0,458143,FEMALE,JD,sales,yachting,not-in-family,0,0,2015-02-04,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Arlington,6,1,YES,0,0,NO,55000,Toyota,Camry,2008,Y
48,1999-08-06,IN,100/300,500,7.324714080801516,0,474167,FEMALE,JD,adm-clerical,sleeping,unmarried,11000,0,2015-01-04,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Springfield,11,4,YES,0,2,NO,59400,Saab,93,1996,Y
34,2007-03-03,OH,500/1000,2000,7.147724481774321,0,476413,FEMALE,College,sales,sleeping,husband,16100,-61200,2015-01-14,Multi-vehicle Collision,Side Collision,Total Loss,Fire,PA,Columbus,13,3,NO,1,1,?,55260,Nissan,Ultima,2000,N
44,1997-12-25,IL,250/500,500,6.697170040915299,0,600208,MALE,JD,craft-repair,polo,other-relative,33200,0,2015-01-27,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NC,Springfield,4,3,?,2,1,YES,51400,Honda,Civic,1996,N
37,2013-11-06,IL,500/1000,1000,7.018231686122747,0,618926,FEMALE,Masters,machine-op-inspct,reading,husband,0,-59800,2015-02-12,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NY,Columbus,20,3,YES,1,3,?,48780,Dodge,Neon,2008,N
31,1990-09-21,OH,100/300,1000,7.28526662940865,5000000,606219,FEMALE,College,armed-forces,camping,own-child,0,0,2015-02-03,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,VA,Riverwood,0,3,NO,1,3,?,52380,Toyota,Highlander,2010,N
34,1999-10-05,OH,100/300,1000,6.949242652088955,0,448436,FEMALE,JD,priv-house-serv,cross-fit,husband,53100,-43900,2015-01-26,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Hillsdale,18,4,?,2,3,YES,74360,Toyota,Highlander,2005,Y
40,1992-04-07,OH,250/500,1000,7.435337719799421,7000000,447976,MALE,High School,protective-serv,polo,other-relative,44000,-20800,2015-01-09,Single Vehicle Collision,Front Collision,Minor Damage,Police,NY,Northbrook,6,1,?,1,0,?,53400,Honda,CRV,2003,N
59,2009-03-05,IN,100/300,1000,7.430523307509808,0,472236,FEMALE,High School,protective-serv,hiking,wife,31400,0,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Police,VA,Hillsdale,23,1,?,2,2,YES,71800,Jeep,Grand Cherokee,1995,N
31,1997-02-10,IN,250/500,500,6.9621677038207,6000000,468232,FEMALE,PhD,prof-specialty,exercise,own-child,51900,0,2015-01-16,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Northbrook,4,1,?,0,0,?,68240,Toyota,Corolla,2013,Y
45,1992-01-28,IN,250/500,2000,7.19666409867174,6000000,620819,FEMALE,MD,other-service,bungie-jumping,unmarried,61100,-30700,2015-01-12,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Arlington,21,3,?,1,0,?,61050,Dodge,RAM,2011,Y
47,2013-09-16,OH,100/300,1000,6.922259581184945,6000000,452349,FEMALE,Associate,craft-repair,movies,own-child,45700,-41400,2015-01-03,Parked Car,?,Minor Damage,Unknown,NY,Springfield,7,1,?,1,1,YES,5590,Suburu,Impreza,2002,N
48,2008-05-16,IL,500/1000,500,6.866203851823902,0,464646,FEMALE,PhD,machine-op-inspct,exercise,husband,47900,0,2015-01-22,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Columbus,19,3,?,0,0,?,46860,Volkswagen,Passat,1998,N
31,2002-01-04,IN,250/500,2000,7.014850289533621,6000000,472209,FEMALE,PhD,other-service,base-jumping,own-child,52800,-54300,2015-01-13,Parked Car,?,Minor Damage,Unknown,SC,Arlington,5,1,NO,1,3,NO,4290,Volkswagen,Passat,1998,N
57,2002-04-02,IN,250/500,2000,7.09610860800781,0,459955,FEMALE,Associate,armed-forces,bungie-jumping,own-child,69900,0,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NC,Arlington,22,3,YES,0,0,NO,78500,Audi,A3,2015,N
42,1998-07-16,IL,500/1000,1000,6.639444368209612,0,473389,MALE,Associate,prof-specialty,movies,own-child,12800,-49700,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,12,1,YES,1,3,YES,70830,Jeep,Grand Cherokee,2005,N
56,2002-08-15,IL,250/500,500,6.950393223666371,0,616767,MALE,High School,handlers-cleaners,yachting,own-child,0,-66100,2015-01-20,Multi-vehicle Collision,Front Collision,Total Loss,Police,SC,Springfield,19,3,NO,0,2,NO,68040,Suburu,Forrestor,1997,N
32,1999-09-07,IL,100/300,2000,7.142416249456665,4000000,442948,FEMALE,JD,other-service,hiking,wife,46800,-87300,2015-02-07,Single Vehicle Collision,Side Collision,Major Damage,Fire,WV,Hillsdale,10,1,?,2,0,?,63600,Audi,A5,1997,Y
63,2012-01-12,IL,250/500,500,6.915713527947183,6000000,458936,FEMALE,Masters,sales,board-games,own-child,0,0,2015-02-05,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Columbus,7,1,NO,0,3,?,43560,Suburu,Legacy,2015,N
31,1996-08-18,OH,250/500,1000,7.192377675395458,0,613921,MALE,Masters,sales,exercise,not-in-family,42300,-45800,2015-01-02,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Hillsdale,17,1,NO,1,1,NO,60840,Suburu,Forrestor,2011,N
55,1996-03-11,OH,100/300,1000,7.131762457263198,5000000,474598,FEMALE,PhD,tech-support,bungie-jumping,wife,0,-57700,2015-02-08,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Arlington,0,3,?,2,3,YES,68160,Ford,Escape,2010,N
27,1997-11-23,IL,500/1000,500,6.891320972518712,6000000,440865,FEMALE,College,transport-moving,video-games,unmarried,30800,-43700,2015-01-13,Parked Car,?,Minor Damage,Unknown,SC,Arlington,9,1,NO,1,0,NO,5170,Toyota,Camry,2001,N
37,2013-08-08,IN,500/1000,1000,7.253512844628017,5000000,450947,FEMALE,Masters,protective-serv,reading,not-in-family,60100,0,2015-01-16,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,NC,Riverwood,21,1,?,0,3,?,57700,Nissan,Maxima,2000,N
46,1996-11-30,IN,500/1000,2000,6.973262081184257,0,473370,FEMALE,JD,handlers-cleaners,sleeping,own-child,0,0,2015-01-30,Multi-vehicle Collision,Front Collision,Total Loss,Other,VA,Northbend,22,3,NO,0,2,NO,89520,Audi,A3,2014,N
43,1997-06-18,IN,250/500,2000,7.369310823437845,0,463153,MALE,High School,protective-serv,reading,not-in-family,42600,-44400,2015-02-26,Vehicle Theft,?,Minor Damage,Unknown,WV,Hillsdale,3,1,NO,1,0,YES,4620,Volkswagen,Jetta,2012,N
39,2007-04-19,IN,250/500,1000,7.256353695401191,0,612546,FEMALE,JD,craft-repair,yachting,other-relative,0,-36600,2015-01-27,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbrook,16,1,YES,0,3,?,45180,Honda,CRV,2004,N
38,2007-09-19,OH,250/500,500,7.128520003129227,0,442919,MALE,JD,craft-repair,movies,unmarried,61900,-50000,2015-01-28,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Riverwood,14,1,YES,0,0,NO,45100,Nissan,Maxima,2013,N
32,1996-12-21,IN,500/1000,2000,7.213503177245545,0,449352,MALE,Masters,machine-op-inspct,golf,not-in-family,67800,-48600,2015-02-23,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Springfield,21,3,YES,0,3,YES,83160,Toyota,Camry,2003,N
42,2008-02-03,IL,100/300,2000,7.236123336705335,4000000,470104,FEMALE,High School,priv-house-serv,skydiving,other-relative,0,0,2015-01-18,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Columbus,19,1,NO,2,1,NO,86130,Chevrolet,Silverado,1995,N
25,2003-07-16,OH,100/300,1000,6.912882114273934,0,459889,MALE,Masters,priv-house-serv,sleeping,wife,35400,0,2015-02-15,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NC,Hillsdale,13,3,NO,1,3,NO,48000,Dodge,RAM,1995,N
35,1991-05-05,OH,500/1000,500,7.01037504220696,0,478868,FEMALE,High School,protective-serv,movies,husband,0,-45300,2015-02-04,Vehicle Theft,?,Minor Damage,Police,VA,Hillsdale,21,1,NO,0,0,YES,3300,Saab,92x,2008,N
34,1991-06-16,IL,100/300,500,7.2661008266849905,0,463307,FEMALE,JD,protective-serv,board-games,husband,67800,0,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Northbend,11,3,NO,1,2,YES,57200,Toyota,Camry,2005,N
35,2001-04-03,IN,250/500,1000,6.980996446998246,0,453620,FEMALE,Associate,adm-clerical,bungie-jumping,husband,0,-48800,2015-01-02,Vehicle Theft,?,Trivial Damage,Police,VA,Columbus,16,1,?,2,0,?,7590,Accura,MDX,2012,N
37,2014-03-16,OH,500/1000,1000,6.915723448631314,0,466238,FEMALE,PhD,transport-moving,board-games,unmarried,30400,-89400,2015-01-27,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Arlington,9,1,NO,0,2,?,80080,Chevrolet,Silverado,2013,N
30,2010-08-03,OH,100/300,500,6.960205403983056,0,607697,FEMALE,MD,protective-serv,skydiving,other-relative,0,-70100,2015-02-09,Vehicle Theft,?,Minor Damage,Police,WV,Riverwood,8,1,NO,0,0,YES,4800,BMW,3 Series,2006,N
37,2009-11-25,IN,500/1000,1000,7.091184555361486,4000000,477631,FEMALE,High School,craft-repair,cross-fit,own-child,0,-36400,2015-02-06,Vehicle Theft,?,Minor Damage,Police,WV,Springfield,7,1,?,2,1,YES,3900,Volkswagen,Jetta,2008,Y
26,2001-05-08,IL,100/300,1000,7.203405521083095,0,443625,MALE,Masters,handlers-cleaners,camping,other-relative,64600,0,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,12,1,?,0,0,NO,90400,BMW,3 Series,1995,N
29,2004-06-14,OH,250/500,2000,7.274202320069572,5000000,472223,FEMALE,MD,sales,kayaking,own-child,0,0,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NC,Columbus,21,3,YES,0,0,?,62900,Jeep,Grand Cherokee,1998,N
32,1994-08-07,OH,100/300,1000,7.268515865305821,6000000,608328,FEMALE,Associate,protective-serv,base-jumping,own-child,53800,0,2015-01-22,Single Vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,4,1,YES,1,2,NO,54200,Nissan,Ultima,2014,Y
50,2004-08-26,OH,500/1000,2000,7.22225210094197,0,474860,FEMALE,MD,tech-support,paintball,other-relative,0,0,2015-01-03,Multi-vehicle Collision,Side Collision,Major Damage,Police,NY,Northbend,18,3,NO,2,2,YES,51800,Accura,MDX,2003,N
55,1990-05-25,OH,250/500,500,6.760634829076079,0,606858,MALE,High School,adm-clerical,movies,unmarried,69400,0,2015-02-23,Vehicle Theft,?,Trivial Damage,Police,SC,Northbend,7,1,?,2,3,?,6600,Accura,MDX,2012,N
35,1990-09-20,OH,250/500,500,6.77131680775345,0,477938,MALE,MD,tech-support,movies,husband,58500,-77700,2015-01-22,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,13,1,YES,2,0,YES,74140,Ford,Escape,2007,N
25,2000-11-05,OH,500/1000,500,7.530501454242758,0,462698,FEMALE,Associate,priv-house-serv,paintball,not-in-family,53400,-35200,2015-02-13,Single Vehicle Collision,Front Collision,Total Loss,Fire,VA,Northbend,0,1,NO,2,1,?,67800,Mercedes,C300,1995,N
44,1994-10-03,OH,250/500,2000,7.075504506592835,0,454552,MALE,College,other-service,exercise,wife,25800,0,2015-02-08,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Northbend,22,1,?,1,1,YES,55400,Jeep,Grand Cherokee,2002,Y
37,2005-04-11,IL,500/1000,1000,6.96766435073603,0,471585,MALE,PhD,tech-support,reading,own-child,0,-51500,2015-01-09,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Columbus,15,1,YES,2,3,?,49100,Suburu,Impreza,1996,Y
41,1990-05-16,IN,100/300,500,6.85915309714292,0,455426,FEMALE,JD,transport-moving,video-games,wife,59400,-78600,2015-02-08,Multi-vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,3,3,NO,2,1,?,98280,Chevrolet,Tahoe,2007,Y
40,2004-09-11,IN,100/300,500,7.336096717091273,9000000,469856,FEMALE,JD,protective-serv,polo,own-child,0,-70900,2015-01-10,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Northbend,18,2,YES,0,2,?,66550,Ford,Escape,2008,N
33,1993-11-30,OH,500/1000,1000,7.090984756824345,0,454191,FEMALE,Associate,craft-repair,board-games,unmarried,38400,-5700,2015-01-26,Multi-vehicle Collision,Side Collision,Major Damage,Fire,WV,Arlington,17,3,?,2,2,?,70400,Accura,RSX,2002,N
42,2003-03-06,IN,100/300,500,6.998354379056343,4000000,468454,MALE,Associate,adm-clerical,board-games,other-relative,0,-49600,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Springfield,18,3,?,1,1,NO,53280,Suburu,Impreza,2015,Y
32,1996-12-18,IN,250/500,1000,6.897634233558065,0,614187,FEMALE,High School,craft-repair,golf,unmarried,27600,0,2015-01-23,Single Vehicle Collision,Front Collision,Total Loss,Other,NY,Columbus,11,1,?,2,3,YES,84590,Dodge,Neon,1999,N
37,1995-02-21,IN,500/1000,1000,7.1951423079128585,0,433974,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,0,-55400,2015-02-05,Single Vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,17,1,NO,0,2,YES,54560,Saab,95,2004,N
40,2009-12-11,IL,500/1000,1000,7.217039828616333,0,604833,MALE,PhD,handlers-cleaners,camping,unmarried,39300,0,2015-02-15,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,OH,Northbend,12,1,YES,0,2,YES,82170,Suburu,Forrestor,1999,N
44,2000-10-18,OH,250/500,2000,7.081296736601328,0,447469,MALE,College,handlers-cleaners,bungie-jumping,unmarried,0,-65800,2015-01-08,Multi-vehicle Collision,Front Collision,Total Loss,Police,NY,Northbend,15,3,?,1,2,NO,61100,Dodge,Neon,2008,N
43,2007-02-09,IN,500/1000,2000,7.005634882261679,0,451529,MALE,High School,exec-managerial,cross-fit,other-relative,28900,0,2015-01-01,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NY,Arlington,0,3,?,0,3,YES,51900,BMW,M5,2011,Y
39,2006-10-28,IL,250/500,1000,6.735720630056318,0,431202,FEMALE,JD,adm-clerical,hiking,unmarried,32500,-80800,2015-02-26,Parked Car,?,Trivial Damage,Police,SC,Arlington,9,1,?,2,1,?,3440,Suburu,Legacy,2002,N
36,2000-01-27,IN,250/500,1000,7.316023122422325,0,448190,MALE,MD,other-service,cross-fit,husband,55700,-49900,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,WV,Springfield,1,1,YES,2,1,NO,51390,Toyota,Corolla,2013,N
32,2002-04-05,OH,100/300,1000,7.45211238595692,0,453713,MALE,High School,other-service,base-jumping,wife,0,-21500,2015-01-13,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,22,1,?,0,2,?,76900,Jeep,Wrangler,1995,N
42,2013-04-30,IN,100/300,500,6.851216673021594,0,440153,MALE,College,handlers-cleaners,kayaking,not-in-family,0,-58400,2015-02-19,Single Vehicle Collision,Rear Collision,Minor Damage,Other,WV,Riverwood,11,1,YES,2,3,?,77000,Toyota,Highlander,2015,Y
